sphere_type,j,x,y,z,size
current,5,-1.696885,-1.706386,0.871296,0.100000
current,6,0.871245,-1.173351,1.722129,0.100000
current,7,2.129048,-1.340466,1.856347,0.100000
current,8,-1.589479,1.900869,1.852584,0.100000
current,9,-0.100703,-1.920416,1.432712,0.100000
current,10,-1.535327,-1.545017,2.365380,0.100000
current,11,1.235286,-0.186982,2.160328,0.100000
current,12,1.774455,1.522899,1.177693,0.100000
current,13,1.842025,-0.425578,0.929680,0.100000
current,14,0.401698,0.372646,1.795328,0.100000
current,15,1.169636,-0.660387,3.120644,0.100000
current,16,1.118379,1.338096,2.557125,0.100000
current,17,-2.048243,-0.748088,1.504980,0.100000
current,18,-0.276236,-0.046088,3.010954,0.100000
current,19,-1.633798,1.431629,0.802580,0.100000
current,0,0.826359,0.518147,0.736851,0.100000
current,1,0.444303,1.639521,1.530676,0.100000
current,2,0.978244,-0.563408,1.368066,0.100000
current,3,-0.451040,0.538039,1.361226,0.100000
current,4,-1.888332,0.115479,2.057769,0.100000
current,5,-1.697005,-1.706454,0.871307,0.100000
current,6,0.875000,-1.174768,1.721709,0.100000
current,7,2.130490,-1.340208,1.855758,0.100000
current,8,-1.589105,1.901632,1.855725,0.100000
current,9,-0.100764,-1.919523,1.432476,0.100000
current,10,-1.535414,-1.544987,2.365381,0.100000
current,11,1.239284,-0.184812,2.161842,0.100000
current,12,1.774433,1.522904,1.177765,0.100000
current,13,1.840820,-0.426773,0.926438,0.100000
current,14,0.400941,0.372050,1.795591,0.100000
current,15,1.168660,-0.661244,3.120846,0.100000
current,16,1.118155,1.338353,2.557056,0.100000
current,17,-2.047931,-0.747932,1.504817,0.100000
current,18,-0.276183,-0.046250,3.010797,0.100000
current,19,-1.639608,1.446322,0.806088,0.100000
current,0,0.826283,0.517519,0.736244,0.100000
current,1,0.444144,1.638882,1.530715,0.100000
current,2,0.980992,-0.561680,1.377789,0.100000
current,3,-0.452373,0.537889,1.359206,0.100000
current,4,-1.888374,0.115789,2.057517,0.100000
current,5,-1.697130,-1.706525,0.871317,0.100000
current,6,0.878810,-1.176103,1.721041,0.100000
current,7,2.131921,-1.339972,1.855196,0.100000
current,8,-1.588688,1.902322,1.858895,0.100000
current,9,-0.100799,-1.918623,1.432245,0.100000
current,10,-1.535497,-1.544961,2.365388,0.100000
current,11,1.243132,-0.182684,2.163386,0.100000
current,12,1.774402,1.522905,1.177843,0.100000
current,13,1.839514,-0.428056,0.923299,0.100000
current,14,0.400185,0.371483,1.795844,0.100000
current,15,1.167625,-0.662101,3.121016,0.100000
current,16,1.117946,1.338609,2.557000,0.100000
current,17,-2.047629,-0.747785,1.504679,0.100000
current,18,-0.276143,-0.046399,3.010664,0.100000
current,19,-1.645290,1.460660,0.809598,0.100000
current,0,0.826190,0.516881,0.735676,0.100000
current,1,0.443999,1.638270,1.530723,0.100000
current,2,0.983676,-0.559897,1.387617,0.100000
current,3,-0.453718,0.537779,1.357221,0.100000
current,4,-1.888416,0.116117,2.057245,0.100000
current,5,-1.697257,-1.706605,0.871313,0.100000
current,6,0.882764,-1.177438,1.720029,0.100000
current,7,2.133316,-1.339746,1.854664,0.100000
current,8,-1.588226,1.902939,1.862063,0.100000
current,9,-0.100824,-1.917739,1.432021,0.100000
current,10,-1.535585,-1.544948,2.365390,0.100000
current,11,1.246944,-0.180599,2.164947,0.100000
current,12,1.774355,1.522890,1.177937,0.100000
current,13,1.838094,-0.429346,0.920273,0.100000
current,14,0.399428,0.370929,1.796108,0.100000
current,15,1.166643,-0.662932,3.121155,0.100000
current,16,1.117731,1.338873,2.556964,0.100000
current,17,-2.047317,-0.747652,1.504553,0.100000
current,18,-0.276110,-0.046536,3.010539,0.100000
current,19,-1.650770,1.474526,0.813086,0.100000
current,0,0.826091,0.516209,0.735126,0.100000
current,1,0.443847,1.637631,1.530723,0.100000
current,2,0.986305,-0.558188,1.397569,0.100000
current,3,-0.455018,0.537671,1.355312,0.100000
current,4,-1.888456,0.116441,2.056975,0.100000
current,5,-1.697372,-1.706678,0.871310,0.100000
current,6,0.886826,-1.178706,1.718740,0.100000
current,7,2.134698,-1.339546,1.854154,0.100000
current,8,-1.587730,1.903501,1.865313,0.100000
current,9,-0.100819,-1.916851,1.431828,0.100000
current,10,-1.535665,-1.544937,2.365392,0.100000
current,11,1.250634,-0.178485,2.166517,0.100000
current,12,1.774293,1.522862,1.178029,0.100000
current,13,1.836609,-0.430641,0.917251,0.100000
current,14,0.398650,0.370360,1.796346,0.100000
current,15,1.165645,-0.663798,3.121250,0.100000
current,16,1.117514,1.339156,2.556933,0.100000
current,17,-2.046988,-0.747524,1.504438,0.100000
current,18,-0.276071,-0.046670,3.010414,0.100000
current,19,-1.656126,1.487895,0.816553,0.100000
current,0,0.825981,0.515524,0.734639,0.100000
current,1,0.443692,1.637008,1.530709,0.100000
current,2,0.988976,-0.556583,1.407365,0.100000
current,3,-0.456321,0.537580,1.353443,0.100000
current,4,-1.888486,0.116769,2.056701,0.100000
current,5,-1.697475,-1.706743,0.871306,0.100000
current,6,0.891015,-1.179948,1.717110,0.100000
current,7,2.136050,-1.339308,1.853675,0.100000
current,8,-1.587231,1.904005,1.868544,0.100000
current,9,-0.100806,-1.915992,1.431645,0.100000
current,10,-1.535737,-1.544927,2.365394,0.100000
current,11,1.254295,-0.176353,2.168173,0.100000
current,12,1.774221,1.522823,1.178105,0.100000
current,13,1.835063,-0.432016,0.914172,0.100000
current,14,0.397880,0.369815,1.796578,0.100000
current,15,1.164653,-0.664651,3.121336,0.100000
current,16,1.117310,1.339446,2.556907,0.100000
current,17,-2.046674,-0.747408,1.504321,0.100000
current,18,-0.276035,-0.046796,3.010279,0.100000
current,19,-1.661246,1.501034,0.819984,0.100000
current,0,0.825882,0.514814,0.734214,0.100000
current,1,0.443533,1.636398,1.530686,0.100000
current,2,0.991428,-0.554998,1.417235,0.100000
current,3,-0.457604,0.537553,1.351599,0.100000
current,4,-1.888501,0.117091,2.056425,0.100000
current,5,-1.697576,-1.706810,0.871301,0.100000
current,6,0.895445,-1.181091,1.715056,0.100000
current,7,2.137387,-1.339042,1.853250,0.100000
current,8,-1.586719,1.904474,1.871765,0.100000
current,9,-0.100785,-1.915133,1.431490,0.100000
current,10,-1.535802,-1.544908,2.365400,0.100000
current,11,1.257989,-0.174197,2.169848,0.100000
current,12,1.774140,1.522772,1.178179,0.100000
current,13,1.833350,-0.433386,0.911109,0.100000
current,14,0.397119,0.369304,1.796816,0.100000
current,15,1.163684,-0.665514,3.121414,0.100000
current,16,1.117117,1.339732,2.556872,0.100000
current,17,-2.046331,-0.747297,1.504196,0.100000
current,18,-0.276013,-0.046909,3.010150,0.100000
current,19,-1.666126,1.513804,0.823372,0.100000
current,0,0.825774,0.514096,0.733845,0.100000
current,1,0.443397,1.635799,1.530667,0.100000
current,2,0.993756,-0.553340,1.427264,0.100000
current,3,-0.458825,0.537564,1.349806,0.100000
current,4,-1.888523,0.117416,2.056151,0.100000
current,5,-1.697682,-1.706890,0.871305,0.100000
current,6,0.899992,-1.182149,1.712690,0.100000
current,7,2.138731,-1.338720,1.852870,0.100000
current,8,-1.586144,1.904877,1.874980,0.100000
current,9,-0.100742,-1.914310,1.431372,0.100000
current,10,-1.535867,-1.544890,2.365403,0.100000
current,11,1.261581,-0.172043,2.171520,0.100000
current,12,1.774063,1.522727,1.178252,0.100000
current,13,1.831497,-0.434846,0.908045,0.100000
current,14,0.396363,0.368801,1.797028,0.100000
current,15,1.162683,-0.666378,3.121476,0.100000
current,16,1.116915,1.340040,2.556853,0.100000
current,17,-2.046010,-0.747191,1.504073,0.100000
current,18,-0.276001,-0.047007,3.010023,0.100000
current,19,-1.670912,1.526243,0.826715,0.100000
current,0,0.825671,0.513371,0.733529,0.100000
current,1,0.443268,1.635225,1.530643,0.100000
current,2,0.995827,-0.551647,1.437236,0.100000
current,3,-0.460030,0.537607,1.348027,0.100000
current,4,-1.888543,0.117732,2.055891,0.100000
current,5,-1.697778,-1.706962,0.871309,0.100000
current,6,0.904817,-1.183136,1.709969,0.100000
current,7,2.140076,-1.338371,1.852519,0.100000
current,8,-1.585549,1.905232,1.878113,0.100000
current,9,-0.100690,-1.913474,1.431298,0.100000
current,10,-1.535927,-1.544875,2.365405,0.100000
current,11,1.265172,-0.169882,2.173258,0.100000
current,12,1.773993,1.522687,1.178318,0.100000
current,13,1.829550,-0.436359,0.905044,0.100000
current,14,0.395609,0.368311,1.797231,0.100000
current,15,1.161653,-0.667250,3.121511,0.100000
current,16,1.116697,1.340369,2.556834,0.100000
current,17,-2.045721,-0.747095,1.503963,0.100000
current,18,-0.275998,-0.047104,3.009908,0.100000
current,19,-1.675600,1.538388,0.830038,0.100000
current,0,0.825547,0.512616,0.733239,0.100000
current,1,0.443145,1.634675,1.530598,0.100000
current,2,0.997689,-0.550070,1.447519,0.100000
current,3,-0.461234,0.537695,1.346322,0.100000
current,4,-1.888576,0.118051,2.055640,0.100000
current,5,-1.697877,-1.707024,0.871320,0.100000
current,6,0.909770,-1.184019,1.706975,0.100000
current,7,2.141479,-1.338053,1.852180,0.100000
current,8,-1.584934,1.905524,1.881235,0.100000
current,9,-0.100638,-1.912645,1.431232,0.100000
current,10,-1.535980,-1.544860,2.365408,0.100000
current,11,1.268835,-0.167646,2.175049,0.100000
current,12,1.773932,1.522650,1.178383,0.100000
current,13,1.827553,-0.437907,0.902119,0.100000
current,14,0.394878,0.367867,1.797438,0.100000
current,15,1.160656,-0.668142,3.121553,0.100000
current,16,1.116494,1.340702,2.556803,0.100000
current,17,-2.045446,-0.746986,1.503860,0.100000
current,18,-0.276001,-0.047189,3.009792,0.100000
current,19,-1.680089,1.550023,0.833275,0.100000
current,0,0.825442,0.511905,0.732957,0.100000
current,1,0.443015,1.634148,1.530557,0.100000
current,2,0.999541,-0.548432,1.457915,0.100000
current,3,-0.462403,0.537832,1.344604,0.100000
current,4,-1.888600,0.118356,2.055404,0.100000
current,5,-1.697979,-1.707075,0.871339,0.100000
current,6,0.914923,-1.184844,1.703545,0.100000
current,7,2.142884,-1.337744,1.851901,0.100000
current,8,-1.584289,1.905763,1.884374,0.100000
current,9,-0.100550,-1.911850,1.431218,0.100000
current,10,-1.536028,-1.544848,2.365409,0.100000
current,11,1.272432,-0.165437,2.176902,0.100000
current,12,1.773850,1.522608,1.178454,0.100000
current,13,1.825429,-0.439525,0.899212,0.100000
current,14,0.394149,0.367434,1.797612,0.100000
current,15,1.159661,-0.669060,3.121547,0.100000
current,16,1.116301,1.341027,2.556782,0.100000
current,17,-2.045183,-0.746881,1.503762,0.100000
current,18,-0.276020,-0.047267,3.009675,0.100000
current,19,-1.684455,1.561264,0.836510,0.100000
current,0,0.825320,0.511102,0.732725,0.100000
current,1,0.442900,1.633645,1.530523,0.100000
current,2,1.001305,-0.546937,1.468503,0.100000
current,3,-0.463567,0.538003,1.342929,0.100000
current,4,-1.888629,0.118650,2.055172,0.100000
current,5,-1.698072,-1.707121,0.871357,0.100000
current,6,0.920192,-1.185532,1.699759,0.100000
current,7,2.144211,-1.337432,1.851634,0.100000
current,8,-1.583625,1.905933,1.887500,0.100000
current,9,-0.100438,-1.911061,1.431223,0.100000
current,10,-1.536071,-1.544836,2.365411,0.100000
current,11,1.275981,-0.163208,2.178774,0.100000
current,12,1.773771,1.522562,1.178517,0.100000
current,13,1.823215,-0.441162,0.896441,0.100000
current,14,0.393471,0.366990,1.797785,0.100000
current,15,1.158671,-0.669978,3.121500,0.100000
current,16,1.116121,1.341364,2.556767,0.100000
current,17,-2.044931,-0.746780,1.503669,0.100000
current,18,-0.276037,-0.047334,3.009560,0.100000
current,19,-1.688677,1.572312,0.839704,0.100000
current,0,0.825191,0.510259,0.732575,0.100000
current,1,0.442797,1.633151,1.530479,0.100000
current,2,1.002642,-0.545506,1.479294,0.100000
current,3,-0.464666,0.538196,1.341320,0.100000
current,4,-1.888656,0.118936,2.054944,0.100000
current,5,-1.698164,-1.707170,0.871374,0.100000
current,6,0.925565,-1.186111,1.695673,0.100000
current,7,2.145749,-1.337077,1.851395,0.100000
current,8,-1.582968,1.906023,1.890600,0.100000
current,9,-0.100312,-1.910256,1.431262,0.100000
current,10,-1.536117,-1.544823,2.365411,0.100000
current,11,1.279528,-0.160969,2.180647,0.100000
current,12,1.773690,1.522504,1.178570,0.100000
current,13,1.820850,-0.442835,0.893747,0.100000
current,14,0.392837,0.366545,1.797927,0.100000
current,15,1.157669,-0.670903,3.121394,0.100000
current,16,1.115949,1.341711,2.556749,0.100000
current,17,-2.044681,-0.746690,1.503569,0.100000
current,18,-0.276046,-0.047397,3.009457,0.100000
current,19,-1.692682,1.583037,0.842835,0.100000
current,0,0.825029,0.509377,0.732452,0.100000
current,1,0.442721,1.632672,1.530437,0.100000
current,2,1.003823,-0.544167,1.490436,0.100000
current,3,-0.465694,0.538364,1.339765,0.100000
current,4,-1.888696,0.119227,2.054719,0.100000
current,5,-1.698262,-1.707225,0.871389,0.100000
current,6,0.931391,-1.186537,1.691234,0.100000
current,7,2.147219,-1.336704,1.851178,0.100000
current,8,-1.582295,1.906075,1.893685,0.100000
current,9,-0.100169,-1.909447,1.431317,0.100000
current,10,-1.536159,-1.544812,2.365411,0.100000
current,11,1.283091,-0.158703,2.182546,0.100000
current,12,1.773606,1.522440,1.178613,0.100000
current,13,1.818312,-0.444500,0.891156,0.100000
current,14,0.392085,0.366086,1.798023,0.100000
current,15,1.156669,-0.671832,3.121232,0.100000
current,16,1.115776,1.342063,2.556736,0.100000
current,17,-2.044441,-0.746608,1.503478,0.100000
current,18,-0.276068,-0.047451,3.009371,0.100000
current,19,-1.696559,1.593453,0.845962,0.100000
current,0,0.824866,0.508464,0.732367,0.100000
current,1,0.442627,1.632194,1.530391,0.100000
current,2,1.004686,-0.542915,1.501781,0.100000
current,3,-0.466825,0.538539,1.338206,0.100000
current,4,-1.888739,0.119506,2.054510,0.100000
current,5,-1.698361,-1.707283,0.871389,0.100000
current,6,0.937184,-1.186846,1.686431,0.100000
current,7,2.148693,-1.336301,1.851015,0.100000
current,8,-1.581584,1.906092,1.896694,0.100000
current,9,-0.100013,-1.908642,1.431405,0.100000
current,10,-1.536204,-1.544796,2.365410,0.100000
current,11,1.286717,-0.156393,2.184483,0.100000
current,12,1.773527,1.522378,1.178645,0.100000
current,13,1.815767,-0.446141,0.888657,0.100000
current,14,0.391393,0.365628,1.798152,0.100000
current,15,1.155627,-0.672789,3.121067,0.100000
current,16,1.115585,1.342400,2.556713,0.100000
current,17,-2.044207,-0.746532,1.503387,0.100000
current,18,-0.276110,-0.047502,3.009272,0.100000
current,19,-1.700260,1.603622,0.849058,0.100000
current,0,0.824701,0.507525,0.732317,0.100000
current,1,0.442531,1.631733,1.530331,0.100000
current,2,1.005161,-0.541776,1.513382,0.100000
current,3,-0.467905,0.538742,1.336723,0.100000
current,4,-1.888767,0.119776,2.054307,0.100000
current,5,-1.698454,-1.707336,0.871387,0.100000
current,6,0.943227,-1.187038,1.681213,0.100000
current,7,2.150136,-1.335918,1.850869,0.100000
current,8,-1.580872,1.906049,1.899650,0.100000
current,9,-0.099842,-1.907832,1.431522,0.100000
current,10,-1.536244,-1.544782,2.365408,0.100000
current,11,1.290387,-0.153993,2.186424,0.100000
current,12,1.773450,1.522302,1.178668,0.100000
current,13,1.813030,-0.447781,0.886297,0.100000
current,14,0.390723,0.365240,1.798288,0.100000
current,15,1.154588,-0.673751,3.120847,0.100000
current,16,1.115401,1.342735,2.556696,0.100000
current,17,-2.043970,-0.746458,1.503302,0.100000
current,18,-0.276168,-0.047539,3.009185,0.100000
current,19,-1.703810,1.613420,0.852121,0.100000
current,0,0.824526,0.506578,0.732274,0.100000
current,1,0.442427,1.631295,1.530292,0.100000
current,2,1.005217,-0.540753,1.525720,0.100000
current,3,-0.468943,0.538977,1.335261,0.100000
current,4,-1.888800,0.120026,2.054119,0.100000
current,5,-1.698549,-1.707385,0.871387,0.100000
current,6,0.949480,-1.187025,1.675597,0.100000
current,7,2.151553,-1.335536,1.850726,0.100000
current,8,-1.580139,1.905934,1.902570,0.100000
current,9,-0.099657,-1.907007,1.431680,0.100000
current,10,-1.536295,-1.544774,2.365421,0.100000
current,11,1.294203,-0.151462,2.188441,0.100000
current,12,1.773380,1.522234,1.178688,0.100000
current,13,1.810199,-0.449373,0.884066,0.100000
current,14,0.390039,0.364927,1.798456,0.100000
current,15,1.153525,-0.674721,3.120538,0.100000
current,16,1.115213,1.343055,2.556679,0.100000
current,17,-2.043736,-0.746390,1.503228,0.100000
current,18,-0.276213,-0.047577,3.009108,0.100000
current,19,-1.707199,1.622825,0.855134,0.100000
current,0,0.824328,0.505605,0.732270,0.100000
current,1,0.442330,1.630868,1.530249,0.100000
current,2,1.004799,-0.539962,1.538534,0.100000
current,3,-0.469955,0.539205,1.333853,0.100000
current,4,-1.888825,0.120272,2.053944,0.100000
current,5,-1.698632,-1.707438,0.871385,0.100000
current,6,0.955961,-1.186868,1.669483,0.100000
current,7,2.152964,-1.335172,1.850571,0.100000
current,8,-1.579394,1.905751,1.905408,0.100000
current,9,-0.099469,-1.906193,1.431867,0.100000
current,10,-1.536340,-1.544759,2.365433,0.100000
current,11,1.298075,-0.148888,2.190451,0.100000
current,12,1.773313,1.522180,1.178709,0.100000
current,13,1.807294,-0.450921,0.881957,0.100000
current,14,0.389362,0.364655,1.798606,0.100000
current,15,1.152455,-0.675680,3.120198,0.100000
current,16,1.115028,1.343389,2.556651,0.100000
current,17,-2.043505,-0.746326,1.503155,0.100000
current,18,-0.276258,-0.047610,3.009032,0.100000
current,19,-1.710505,1.631963,0.858060,0.100000
current,0,0.824137,0.504588,0.732319,0.100000
current,1,0.442247,1.630459,1.530201,0.100000
current,2,1.004050,-0.539459,1.551862,0.100000
current,3,-0.470939,0.539446,1.332483,0.100000
current,4,-1.888855,0.120514,2.053775,0.100000
current,5,-1.698702,-1.707489,0.871384,0.100000
current,6,0.962696,-1.186506,1.662889,0.100000
current,7,2.154365,-1.334804,1.850468,0.100000
current,8,-1.578618,1.905492,1.908220,0.100000
current,9,-0.099256,-1.905370,1.432098,0.100000
current,10,-1.536386,-1.544749,2.365444,0.100000
current,11,1.302022,-0.146184,2.192427,0.100000
current,12,1.773235,1.522118,1.178729,0.100000
current,13,1.804220,-0.452464,0.879964,0.100000
current,14,0.388700,0.364441,1.798753,0.100000
current,15,1.151382,-0.676693,3.119802,0.100000
current,16,1.114836,1.343746,2.556630,0.100000
current,17,-2.043277,-0.746263,1.503093,0.100000
current,18,-0.276312,-0.047637,3.008947,0.100000
current,19,-1.713722,1.640802,0.860947,0.100000
current,0,0.823961,0.503555,0.732433,0.100000
current,1,0.442180,1.630044,1.530139,0.100000
current,2,1.002734,-0.539258,1.565962,0.100000
current,3,-0.471909,0.539714,1.331160,0.100000
current,4,-1.888892,0.120751,2.053631,0.100000
current,5,-1.698776,-1.707530,0.871390,0.100000
current,6,0.969612,-1.185929,1.655798,0.100000
current,7,2.155752,-1.334441,1.850415,0.100000
current,8,-1.577789,1.905199,1.910986,0.100000
current,9,-0.099022,-1.904541,1.432382,0.100000
current,10,-1.536427,-1.544741,2.365454,0.100000
current,11,1.306128,-0.143298,2.194432,0.100000
current,12,1.773154,1.522049,1.178742,0.100000
current,13,1.801007,-0.453933,0.878080,0.100000
current,14,0.388068,0.364243,1.798871,0.100000
current,15,1.150278,-0.677717,3.119344,0.100000
current,16,1.114653,1.344100,2.556622,0.100000
current,17,-2.043048,-0.746192,1.503046,0.100000
current,18,-0.276373,-0.047656,3.008881,0.100000
current,19,-1.716892,1.649460,0.863836,0.100000
current,0,0.823763,0.502510,0.732598,0.100000
current,1,0.442121,1.629628,1.530097,0.100000
current,2,1.000889,-0.539545,1.580965,0.100000
current,3,-0.472881,0.540004,1.329894,0.100000
current,4,-1.888922,0.120984,2.053495,0.100000
current,5,-1.698843,-1.707567,0.871396,0.100000
current,6,0.976598,-1.185000,1.648329,0.100000
current,7,2.157183,-1.334033,1.850415,0.100000
current,8,-1.577014,1.904825,1.913735,0.100000
current,9,-0.098753,-1.903679,1.432719,0.100000
current,10,-1.536464,-1.544733,2.365463,0.100000
current,11,1.310376,-0.140246,2.196407,0.100000
current,12,1.773068,1.521985,1.178756,0.100000
current,13,1.797648,-0.455379,0.876314,0.100000
current,14,0.387449,0.364062,1.798991,0.100000
current,15,1.149161,-0.678775,3.118854,0.100000
current,16,1.114461,1.344454,2.556602,0.100000
current,17,-2.042825,-0.746117,1.503004,0.100000
current,18,-0.276424,-0.047668,3.008807,0.100000
current,19,-1.719892,1.657817,0.866578,0.100000
current,0,0.823580,0.501452,0.732801,0.100000
current,1,0.442046,1.629223,1.530035,0.100000
current,2,0.998503,-0.540172,1.596645,0.100000
current,3,-0.473816,0.540321,1.328630,0.100000
current,4,-1.888963,0.121207,2.053388,0.100000
current,5,-1.698907,-1.707609,0.871395,0.100000
current,6,0.983470,-1.183925,1.640350,0.100000
current,7,2.158626,-1.333637,1.850508,0.100000
current,8,-1.576219,1.904426,1.916412,0.100000
current,9,-0.098467,-1.902839,1.433093,0.100000
current,10,-1.536497,-1.544726,2.365472,0.100000
current,11,1.314762,-0.137018,2.198305,0.100000
current,12,1.772986,1.521922,1.178763,0.100000
current,13,1.794215,-0.456832,0.874698,0.100000
current,14,0.386821,0.363943,1.799082,0.100000
current,15,1.148048,-0.679839,3.118309,0.100000
current,16,1.114262,1.344823,2.556570,0.100000
current,17,-2.042594,-0.746042,1.502958,0.100000
current,18,-0.276481,-0.047668,3.008741,0.100000
current,19,-1.722814,1.665927,0.869291,0.100000
current,0,0.823420,0.500294,0.733119,0.100000
current,1,0.441978,1.628839,1.529966,0.100000
current,2,0.995938,-0.541630,1.613798,0.100000
current,3,-0.474744,0.540636,1.327414,0.100000
current,4,-1.889004,0.121413,2.053290,0.100000
current,5,-1.698973,-1.707653,0.871396,0.100000
current,6,0.990184,-1.182747,1.631151,0.100000
current,7,2.160061,-1.333226,1.850663,0.100000
current,8,-1.575423,1.904008,1.919050,0.100000
current,9,-0.098137,-1.901978,1.433501,0.100000
current,10,-1.536537,-1.544712,2.365479,0.100000
current,11,1.319389,-0.133534,2.200096,0.100000
current,12,1.772908,1.521853,1.178763,0.100000
current,13,1.790651,-0.458208,0.873187,0.100000
current,14,0.386236,0.363866,1.799160,0.100000
current,15,1.146960,-0.680911,3.117771,0.100000
current,16,1.114060,1.345183,2.556529,0.100000
current,17,-2.042374,-0.745964,1.502925,0.100000
current,18,-0.276533,-0.047668,3.008674,0.100000
current,19,-1.725631,1.673813,0.871961,0.100000
current,0,0.823229,0.499123,0.733458,0.100000
current,1,0.441911,1.628480,1.529892,0.100000
current,2,0.992307,-0.544012,1.632754,0.100000
current,3,-0.475656,0.540971,1.326250,0.100000
current,4,-1.889060,0.121626,2.053196,0.100000
current,5,-1.699032,-1.707693,0.871398,0.100000
current,6,0.996341,-1.181710,1.622542,0.100000
current,7,2.161469,-1.332804,1.850827,0.100000
current,8,-1.574588,1.903560,1.921607,0.100000
current,9,-0.097792,-1.901126,1.433894,0.100000
current,10,-1.536577,-1.544691,2.365486,0.100000
current,11,1.324271,-0.129754,2.201818,0.100000
current,12,1.772821,1.521787,1.178770,0.100000
current,13,1.787030,-0.459486,0.871893,0.100000
current,14,0.385657,0.363814,1.799210,0.100000
current,15,1.145932,-0.682025,3.117225,0.100000
current,16,1.113861,1.345534,2.556507,0.100000
current,17,-2.042164,-0.745883,1.502877,0.100000
current,18,-0.276585,-0.047671,3.008608,0.100000
current,19,-1.728329,1.681475,0.874578,0.100000
current,0,0.823035,0.497949,0.733833,0.100000
current,1,0.441850,1.628108,1.529806,0.100000
current,2,0.988828,-0.546307,1.651664,0.100000
current,3,-0.476578,0.541317,1.325109,0.100000
current,4,-1.889118,0.121836,2.053120,0.100000
current,5,-1.699085,-1.707728,0.871399,0.100000
current,6,1.002166,-1.180824,1.614398,0.100000
current,7,2.162866,-1.332408,1.851009,0.100000
current,8,-1.573767,1.903062,1.924125,0.100000
current,9,-0.097422,-1.900296,1.434333,0.100000
current,10,-1.536609,-1.544677,2.365488,0.100000
current,11,1.329353,-0.125744,2.203535,0.100000
current,12,1.772740,1.521722,1.178785,0.100000
current,13,1.783258,-0.460649,0.870781,0.100000
current,14,0.385083,0.363826,1.799219,0.100000
current,15,1.144842,-0.683136,3.116601,0.100000
current,16,1.113646,1.345917,2.556499,0.100000
current,17,-2.041962,-0.745801,1.502845,0.100000
current,18,-0.276629,-0.047673,3.008549,0.100000
current,19,-1.730986,1.688918,0.877174,0.100000
current,0,0.822849,0.496746,0.734273,0.100000
current,1,0.441801,1.627738,1.529703,0.100000
current,2,0.984759,-0.549396,1.671788,0.100000
current,3,-0.477447,0.541679,1.324030,0.100000
current,4,-1.889175,0.122044,2.053054,0.100000
current,5,-1.699141,-1.707759,0.871404,0.100000
current,6,1.008014,-1.179043,1.604401,0.100000
current,7,2.164222,-1.332038,1.851201,0.100000
current,8,-1.572939,1.902549,1.926600,0.100000
current,9,-0.097054,-1.899455,1.434813,0.100000
current,10,-1.536638,-1.544664,2.365489,0.100000
current,11,1.334733,-0.121436,2.205123,0.100000
current,12,1.772659,1.521650,1.178793,0.100000
current,13,1.779427,-0.461649,0.869863,0.100000
current,14,0.384558,0.363827,1.799223,0.100000
current,15,1.143777,-0.684201,3.115977,0.100000
current,16,1.113427,1.346311,2.556515,0.100000
current,17,-2.041767,-0.745717,1.502814,0.100000
current,18,-0.276669,-0.047676,3.008499,0.100000
current,19,-1.733507,1.696087,0.879748,0.100000
current,0,0.822664,0.495463,0.734744,0.100000
current,1,0.441751,1.627384,1.529598,0.100000
current,2,0.981272,-0.553887,1.693502,0.100000
current,3,-0.478305,0.542030,1.323003,0.100000
current,4,-1.889252,0.122252,2.052980,0.100000
current,5,-1.699200,-1.707786,0.871402,0.100000
current,6,1.013901,-1.176639,1.593773,0.100000
current,7,2.165527,-1.331648,1.851387,0.100000
current,8,-1.572118,1.902008,1.929041,0.100000
current,9,-0.096652,-1.898611,1.435319,0.100000
current,10,-1.536664,-1.544652,2.365491,0.100000
current,11,1.340397,-0.116848,2.206523,0.100000
current,12,1.772570,1.521580,1.178792,0.100000
current,13,1.775588,-0.462343,0.868966,0.100000
current,14,0.384025,0.363804,1.799178,0.100000
current,15,1.142760,-0.685221,3.115411,0.100000
current,16,1.113189,1.346735,2.556534,0.100000
current,17,-2.041582,-0.745634,1.502801,0.100000
current,18,-0.276717,-0.047678,3.008457,0.100000
current,19,-1.735957,1.702976,0.882243,0.100000
current,0,0.822471,0.494092,0.735292,0.100000
current,1,0.441698,1.627025,1.529496,0.100000
current,2,0.977949,-0.559183,1.716082,0.100000
current,3,-0.479132,0.542398,1.322032,0.100000
current,4,-1.889329,0.122460,2.052908,0.100000
current,5,-1.699257,-1.707816,0.871402,0.100000
current,6,1.019670,-1.173831,1.582661,0.100000
current,7,2.166796,-1.331273,1.851617,0.100000
current,8,-1.571299,1.901449,1.931417,0.100000
current,9,-0.096225,-1.897779,1.435844,0.100000
current,10,-1.536694,-1.544644,2.365495,0.100000
current,11,1.346147,-0.112097,2.207754,0.100000
current,12,1.772482,1.521511,1.178785,0.100000
current,13,1.771636,-0.462973,0.868261,0.100000
current,14,0.383577,0.363795,1.799093,0.100000
current,15,1.141791,-0.686248,3.114889,0.100000
current,16,1.112931,1.347172,2.556555,0.100000
current,17,-2.041388,-0.745559,1.502779,0.100000
current,18,-0.276784,-0.047671,3.008433,0.100000
current,19,-1.738346,1.709612,0.884706,0.100000
current,0,0.822301,0.492719,0.735902,0.100000
current,1,0.441644,1.626669,1.529392,0.100000
current,2,0.975094,-0.565447,1.739638,0.100000
current,3,-0.479906,0.542736,1.321107,0.100000
