sphere_type,j,x,y,z,size
current,9,0.103887,-1.735803,1.925798,0.100000
current,10,-1.642004,-1.615974,2.449606,0.100000
current,11,-0.691798,-0.412095,1.144678,0.100000
current,12,1.722231,1.624170,1.161478,0.100000
current,13,1.488099,-0.464963,1.165425,0.100000
current,14,1.156105,0.529604,1.050698,0.100000
current,15,1.333471,-0.587607,2.861849,0.100000
current,16,1.214779,1.401743,2.519062,0.100000
current,17,-2.153046,-0.698551,1.638646,0.100000
current,18,-0.663766,0.445382,2.916328,0.100000
current,19,0.423347,-1.057902,0.925738,0.100000
current,0,0.444901,0.048663,1.484679,0.100000
current,1,0.617849,1.167072,1.758768,0.100000
current,2,0.207400,-0.194092,0.591765,0.100000
current,3,-0.337136,0.862197,1.299820,0.100000
current,4,-1.516289,-0.067699,2.023532,0.100000
current,5,-1.287421,-1.730305,0.613170,0.100000
current,6,-0.736524,-1.504368,1.467139,0.100000
current,7,0.378980,-0.318351,2.582929,0.100000
current,8,-0.364414,1.899665,2.574170,0.100000
current,9,0.107730,-1.748595,1.916131,0.100000
current,10,-1.641049,-1.614787,2.447271,0.100000
current,11,-0.677235,-0.411601,1.161763,0.100000
current,12,1.724302,1.624428,1.160934,0.100000
current,13,1.497053,-0.473329,1.164451,0.100000
current,14,1.149072,0.532444,1.056776,0.100000
current,15,1.334203,-0.590022,2.865544,0.100000
current,16,1.214226,1.399358,2.523435,0.100000
current,17,-2.153926,-0.703535,1.632198,0.100000
current,18,-0.651149,0.430727,2.924173,0.100000
current,19,0.412479,-1.057002,0.922130,0.100000
current,0,0.450840,0.053943,1.484713,0.100000
current,1,0.613447,1.182947,1.751468,0.100000
current,2,0.218876,-0.191361,0.585090,0.100000
current,3,-0.341961,0.858842,1.301105,0.100000
current,4,-1.531780,-0.057773,2.024423,0.100000
current,5,-1.310519,-1.728130,0.621163,0.100000
current,6,-0.721001,-1.496128,1.469297,0.100000
current,7,0.390870,-0.332903,2.573351,0.100000
current,8,-0.386008,1.901393,2.561692,0.100000
current,9,0.111553,-1.761143,1.906852,0.100000
current,10,-1.640019,-1.613652,2.444955,0.100000
current,11,-0.662818,-0.410958,1.178957,0.100000
current,12,1.726380,1.624630,1.160424,0.100000
current,13,1.505508,-0.481245,1.163478,0.100000
current,14,1.142326,0.535266,1.063060,0.100000
current,15,1.335044,-0.592272,2.869351,0.100000
current,16,1.213459,1.396825,2.527554,0.100000
current,17,-2.154605,-0.708319,1.625925,0.100000
current,18,-0.638584,0.416341,2.931544,0.100000
current,19,0.402004,-1.056052,0.918408,0.100000
current,0,0.456608,0.059072,1.484835,0.100000
current,1,0.609076,1.198473,1.744383,0.100000
current,2,0.230345,-0.188840,0.578711,0.100000
current,3,-0.346489,0.855475,1.302320,0.100000
current,4,-1.546948,-0.048266,2.025192,0.100000
current,5,-1.332522,-1.726017,0.629266,0.100000
current,6,-0.706115,-1.488027,1.471486,0.100000
current,7,0.402871,-0.347784,2.563214,0.100000
current,8,-0.407649,1.902979,2.549276,0.100000
current,9,0.115301,-1.773550,1.897685,0.100000
current,10,-1.638938,-1.612552,2.442670,0.100000
current,11,-0.648687,-0.410114,1.196145,0.100000
current,12,1.728470,1.624744,1.159964,0.100000
current,13,1.513489,-0.488737,1.162532,0.100000
current,14,1.135940,0.538008,1.069628,0.100000
current,15,1.336044,-0.594303,2.873200,0.100000
current,16,1.212529,1.394235,2.531399,0.100000
current,17,-2.155147,-0.712878,1.619905,0.100000
current,18,-0.626083,0.402168,2.938524,0.100000
current,19,0.391539,-1.054846,0.914438,0.100000
current,0,0.462198,0.064173,1.485154,0.100000
current,1,0.604737,1.213610,1.737524,0.100000
current,2,0.241785,-0.186403,0.572631,0.100000
current,3,-0.350891,0.852170,1.303485,0.100000
current,4,-1.561594,-0.039256,2.025790,0.100000
current,5,-1.353464,-1.723969,0.637344,0.100000
current,6,-0.691867,-1.479920,1.473993,0.100000
current,7,0.414994,-0.362931,2.552551,0.100000
current,8,-0.429218,1.904401,2.536716,0.100000
current,9,0.119005,-1.785672,1.888750,0.100000
current,10,-1.637810,-1.611433,2.440365,0.100000
current,11,-0.634824,-0.409069,1.213422,0.100000
current,12,1.730553,1.624760,1.159499,0.100000
current,13,1.521000,-0.495862,1.161577,0.100000
current,14,1.129813,0.540713,1.076370,0.100000
current,15,1.337161,-0.596144,2.877108,0.100000
current,16,1.211425,1.391519,2.535095,0.100000
current,17,-2.155458,-0.717230,1.614180,0.100000
current,18,-0.613706,0.388326,2.945085,0.100000
current,19,0.381188,-1.053629,0.910279,0.100000
current,0,0.467643,0.069180,1.485676,0.100000
current,1,0.600556,1.228360,1.730970,0.100000
current,2,0.253238,-0.184018,0.566824,0.100000
current,3,-0.355108,0.848917,1.304583,0.100000
current,4,-1.575773,-0.030663,2.026323,0.100000
current,5,-1.373435,-1.722035,0.645451,0.100000
current,6,-0.678007,-1.471726,1.476688,0.100000
current,7,0.427382,-0.378255,2.541447,0.100000
current,8,-0.450765,1.905683,2.524103,0.100000
current,9,0.122604,-1.797677,1.879892,0.100000
current,10,-1.636675,-1.610304,2.438114,0.100000
current,11,-0.621232,-0.407795,1.230748,0.100000
current,12,1.732606,1.624707,1.159068,0.100000
current,13,1.527989,-0.502621,1.160612,0.100000
current,14,1.123810,0.543425,1.083421,0.100000
current,15,1.338381,-0.597838,2.881050,0.100000
current,16,1.210183,1.388755,2.538561,0.100000
current,17,-2.155615,-0.721387,1.608770,0.100000
current,18,-0.601596,0.374697,2.951054,0.100000
current,19,0.370841,-1.052469,0.905625,0.100000
current,0,0.472846,0.074124,1.486173,0.100000
current,1,0.596441,1.242690,1.724654,0.100000
current,2,0.264785,-0.181744,0.561198,0.100000
current,3,-0.359171,0.845730,1.305641,0.100000
current,4,-1.589497,-0.022527,2.026699,0.100000
current,5,-1.392378,-1.720106,0.653387,0.100000
current,6,-0.664772,-1.463701,1.479698,0.100000
current,7,0.440076,-0.393849,2.529873,0.100000
current,8,-0.472416,1.906794,2.511652,0.100000
current,9,0.126067,-1.809471,1.871187,0.100000
current,10,-1.635515,-1.609165,2.435957,0.100000
current,11,-0.607756,-0.406596,1.247932,0.100000
current,12,1.734588,1.624602,1.158661,0.100000
current,13,1.534526,-0.509053,1.159656,0.100000
current,14,1.118009,0.546120,1.090575,0.100000
current,15,1.339698,-0.599358,2.885111,0.100000
current,16,1.208763,1.385965,2.541808,0.100000
current,17,-2.155659,-0.725304,1.603639,0.100000
current,18,-0.589546,0.361232,2.956578,0.100000
current,19,0.360799,-1.051144,0.900826,0.100000
current,0,0.477875,0.078965,1.486669,0.100000
current,1,0.592367,1.256536,1.718560,0.100000
current,2,0.276164,-0.179607,0.555816,0.100000
current,3,-0.363063,0.842595,1.306721,0.100000
current,4,-1.602761,-0.014892,2.026927,0.100000
current,5,-1.410284,-1.718349,0.661252,0.100000
current,6,-0.651971,-1.455724,1.482902,0.100000
current,7,0.453160,-0.409777,2.517975,0.100000
current,8,-0.494053,1.907724,2.499164,0.100000
current,9,0.129395,-1.821057,1.862642,0.100000
current,10,-1.634391,-1.608048,2.433841,0.100000
current,11,-0.594503,-0.405316,1.264742,0.100000
current,12,1.736654,1.624434,1.158266,0.100000
current,13,1.540642,-0.515202,1.158692,0.100000
current,14,1.112312,0.548833,1.097890,0.100000
current,15,1.341085,-0.600671,2.889253,0.100000
current,16,1.207245,1.383132,2.544831,0.100000
current,17,-2.155560,-0.729016,1.598767,0.100000
current,18,-0.577676,0.347986,2.961763,0.100000
current,19,0.350686,-1.049842,0.895671,0.100000
current,0,0.482680,0.083749,1.487315,0.100000
current,1,0.588464,1.270208,1.712662,0.100000
current,2,0.287561,-0.177522,0.550806,0.100000
current,3,-0.366809,0.839429,1.307790,0.100000
current,4,-1.615509,-0.007535,2.027155,0.100000
current,5,-1.427290,-1.716660,0.668983,0.100000
current,6,-0.639559,-1.447892,1.486412,0.100000
current,7,0.466548,-0.425967,2.505633,0.100000
current,8,-0.515702,1.908571,2.486689,0.100000
current,9,0.132769,-1.832631,1.854256,0.100000
current,10,-1.633238,-1.606952,2.431753,0.100000
current,11,-0.581507,-0.403794,1.281500,0.100000
current,12,1.738695,1.624201,1.157870,0.100000
current,13,1.546399,-0.521023,1.157763,0.100000
current,14,1.106612,0.551659,1.105262,0.100000
current,15,1.342549,-0.601751,2.893459,0.100000
current,16,1.205626,1.380288,2.547636,0.100000
current,17,-2.155310,-0.732531,1.594152,0.100000
current,18,-0.565926,0.335126,2.966518,0.100000
current,19,0.340472,-1.048506,0.889954,0.100000
current,0,0.487155,0.088447,1.487940,0.100000
current,1,0.584574,1.283492,1.706935,0.100000
current,2,0.298959,-0.175519,0.546117,0.100000
current,3,-0.370381,0.836296,1.308764,0.100000
current,4,-1.627815,-0.000482,2.027352,0.100000
current,5,-1.443361,-1.715138,0.676578,0.100000
current,6,-0.627118,-1.440040,1.490052,0.100000
current,7,0.480527,-0.442272,2.492837,0.100000
current,8,-0.537301,1.909281,2.474121,0.100000
current,9,0.135941,-1.843687,1.845895,0.100000
current,10,-1.632076,-1.605867,2.429736,0.100000
current,11,-0.568842,-0.402162,1.298329,0.100000
current,12,1.740708,1.623912,1.157476,0.100000
current,13,1.551718,-0.526593,1.156867,0.100000
current,14,1.101096,0.554508,1.112925,0.100000
current,15,1.344051,-0.602623,2.897759,0.100000
current,16,1.203911,1.377445,2.550248,0.100000
current,17,-2.154990,-0.735810,1.589773,0.100000
current,18,-0.554298,0.322627,2.970893,0.100000
current,19,0.330004,-1.047047,0.883775,0.100000
current,0,0.491501,0.092884,1.488715,0.100000
current,1,0.580760,1.296351,1.701435,0.100000
current,2,0.310238,-0.173586,0.541584,0.100000
current,3,-0.373808,0.833135,1.309737,0.100000
current,4,-1.639621,0.006175,2.027553,0.100000
current,5,-1.458637,-1.713719,0.683823,0.100000
current,6,-0.615275,-1.432034,1.494475,0.100000
current,7,0.494548,-0.458601,2.480119,0.100000
current,8,-0.558963,1.909851,2.461654,0.100000
current,9,0.138877,-1.854612,1.837542,0.100000
current,10,-1.630932,-1.604862,2.427777,0.100000
current,11,-0.556579,-0.400483,1.314873,0.100000
current,12,1.742714,1.623581,1.157103,0.100000
current,13,1.556721,-0.531911,1.155960,0.100000
current,14,1.095710,0.557332,1.120631,0.100000
current,15,1.345568,-0.603301,2.902177,0.100000
current,16,1.202128,1.374639,2.552638,0.100000
current,17,-2.154566,-0.738877,1.585610,0.100000
current,18,-0.542922,0.310492,2.974910,0.100000
current,19,0.319221,-1.045381,0.877144,0.100000
current,0,0.495726,0.097218,1.489633,0.100000
current,1,0.576991,1.308900,1.696074,0.100000
current,2,0.321605,-0.171661,0.537356,0.100000
current,3,-0.377028,0.830050,1.310522,0.100000
current,4,-1.650961,0.012404,2.027682,0.100000
current,5,-1.472982,-1.712357,0.690882,0.100000
current,6,-0.603771,-1.424283,1.498987,0.100000
current,7,0.508622,-0.474946,2.467479,0.100000
current,8,-0.580485,1.910332,2.448943,0.100000
current,9,0.141697,-1.865350,1.829128,0.100000
current,10,-1.629767,-1.603824,2.425881,0.100000
current,11,-0.544611,-0.398757,1.330801,0.100000
current,12,1.744653,1.623225,1.156755,0.100000
current,13,1.561414,-0.536968,1.154992,0.100000
current,14,1.090352,0.560121,1.128584,0.100000
current,15,1.347024,-0.603726,2.906769,0.100000
current,16,1.200278,1.371767,2.554859,0.100000
current,17,-2.154025,-0.741754,1.581678,0.100000
current,18,-0.531785,0.298584,2.978624,0.100000
current,19,0.308219,-1.043553,0.870264,0.100000
current,0,0.499666,0.101559,1.490660,0.100000
current,1,0.573318,1.321102,1.690958,0.100000
current,2,0.332898,-0.169769,0.533322,0.100000
current,3,-0.380138,0.826962,1.311279,0.100000
current,4,-1.661823,0.018385,2.027715,0.100000
current,5,-1.486477,-1.711067,0.697807,0.100000
current,6,-0.592448,-1.416475,1.503838,0.100000
current,7,0.522725,-0.491240,2.454806,0.100000
current,8,-0.602010,1.910725,2.436233,0.100000
current,9,0.144433,-1.875822,1.820854,0.100000
current,10,-1.628615,-1.602756,2.424075,0.100000
current,11,-0.532721,-0.396765,1.346660,0.100000
current,12,1.746542,1.622835,1.156415,0.100000
current,13,1.565847,-0.541783,1.154040,0.100000
current,14,1.085238,0.562905,1.136479,0.100000
current,15,1.348409,-0.603943,2.911527,0.100000
current,16,1.198400,1.368852,2.556849,0.100000
current,17,-2.153422,-0.744448,1.577897,0.100000
current,18,-0.520655,0.286831,2.981920,0.100000
current,19,0.296961,-1.041611,0.862808,0.100000
current,0,0.503413,0.105748,1.491826,0.100000
current,1,0.569675,1.332966,1.686068,0.100000
current,2,0.344420,-0.167929,0.529583,0.100000
current,3,-0.383105,0.823958,1.311923,0.100000
current,4,-1.672248,0.024037,2.027733,0.100000
current,5,-1.499203,-1.709871,0.704461,0.100000
current,6,-0.581433,-1.408923,1.508936,0.100000
current,7,0.537014,-0.507434,2.442212,0.100000
current,8,-0.623613,1.910910,2.423652,0.100000
current,9,0.147046,-1.886072,1.812505,0.100000
current,10,-1.627514,-1.601713,2.422332,0.100000
current,11,-0.520883,-0.394862,1.362498,0.100000
current,12,1.748403,1.622394,1.156117,0.100000
current,13,1.569980,-0.546361,1.153079,0.100000
current,14,1.080265,0.565776,1.144397,0.100000
current,15,1.349730,-0.603927,2.916404,0.100000
current,16,1.196468,1.365947,2.558682,0.100000
current,17,-2.152714,-0.746932,1.574349,0.100000
current,18,-0.509961,0.275537,2.985023,0.100000
current,19,0.285110,-1.039444,0.854721,0.100000
current,0,0.506852,0.109789,1.493143,0.100000
current,1,0.566100,1.344500,1.681351,0.100000
current,2,0.355769,-0.166192,0.526258,0.100000
current,3,-0.385967,0.821065,1.312431,0.100000
current,4,-1.682201,0.029386,2.027707,0.100000
current,5,-1.511202,-1.708806,0.710915,0.100000
current,6,-0.570430,-1.401314,1.514426,0.100000
current,7,0.551474,-0.523566,2.429736,0.100000
current,8,-0.645185,1.910999,2.411018,0.100000
current,9,0.149471,-1.896021,1.804210,0.100000
current,10,-1.626387,-1.600664,2.420675,0.100000
current,11,-0.509148,-0.393150,1.378200,0.100000
current,12,1.750232,1.621927,1.155824,0.100000
current,13,1.573852,-0.550705,1.152139,0.100000
current,14,1.075320,0.568752,1.152289,0.100000
current,15,1.350940,-0.603652,2.921372,0.100000
current,16,1.194496,1.363099,2.560422,0.100000
current,17,-2.151893,-0.749254,1.571025,0.100000
current,18,-0.499416,0.264599,2.987876,0.100000
current,19,0.272705,-1.037034,0.846215,0.100000
current,0,0.510110,0.113620,1.494476,0.100000
current,1,0.562620,1.355752,1.676867,0.100000
current,2,0.367313,-0.164527,0.523200,0.100000
current,3,-0.388628,0.818217,1.312859,0.100000
current,4,-1.691709,0.034422,2.027685,0.100000
current,5,-1.522482,-1.707828,0.717147,0.100000
current,6,-0.559598,-1.393734,1.520282,0.100000
current,7,0.566118,-0.539620,2.417374,0.100000
current,8,-0.666706,1.910993,2.398296,0.100000
current,9,0.151691,-1.905770,1.795946,0.100000
current,10,-1.625229,-1.599659,2.419118,0.100000
current,11,-0.497531,-0.391218,1.393670,0.100000
current,12,1.752017,1.621415,1.155585,0.100000
current,13,1.577494,-0.554870,1.151189,0.100000
current,14,1.070205,0.571894,1.160275,0.100000
current,15,1.352033,-0.603212,2.926366,0.100000
current,16,1.192551,1.360304,2.561998,0.100000
current,17,-2.150962,-0.751404,1.567850,0.100000
current,18,-0.489145,0.253914,2.990440,0.100000
current,19,0.259835,-1.034343,0.837233,0.100000
current,0,0.513227,0.117347,1.495792,0.100000
current,1,0.559188,1.366615,1.672595,0.100000
current,2,0.378852,-0.162979,0.520524,0.100000
current,3,-0.391161,0.815349,1.313260,0.100000
current,4,-1.700776,0.039226,2.027659,0.100000
current,5,-1.533103,-1.706869,0.723243,0.100000
current,6,-0.548967,-1.386399,1.526474,0.100000
current,7,0.581047,-0.555478,2.405100,0.100000
current,8,-0.688179,1.910941,2.385494,0.100000
current,9,0.153756,-1.915329,1.787706,0.100000
current,10,-1.624125,-1.598674,2.417667,0.100000
current,11,-0.485887,-0.389159,1.408828,0.100000
current,12,1.753782,1.620781,1.155371,0.100000
current,13,1.581008,-0.558787,1.150171,0.100000
current,14,1.064887,0.574753,1.168556,0.100000
current,15,1.353018,-0.602528,2.931389,0.100000
current,16,1.190552,1.357515,2.563404,0.100000
current,17,-2.149907,-0.753423,1.564793,0.100000
current,18,-0.479149,0.243528,2.992789,0.100000
current,19,0.245899,-1.031347,0.827521,0.100000
current,0,0.516230,0.120906,1.497112,0.100000
current,1,0.555797,1.377332,1.668486,0.100000
current,2,0.390331,-0.161523,0.518027,0.100000
current,3,-0.393529,0.812548,1.313627,0.100000
current,4,-1.709435,0.043684,2.027570,0.100000
current,5,-1.543030,-1.706028,0.729124,0.100000
current,6,-0.538274,-1.379122,1.533004,0.100000
current,7,0.596119,-0.571307,2.392964,0.100000
current,8,-0.709683,1.910821,2.372743,0.100000
current,9,0.155676,-1.924615,1.779389,0.100000
current,10,-1.623078,-1.597744,2.416294,0.100000
current,11,-0.474522,-0.387089,1.423603,0.100000
current,12,1.755554,1.620091,1.155233,0.100000
current,13,1.584247,-0.562513,1.149165,0.100000
current,14,1.059992,0.577593,1.176445,0.100000
current,15,1.353851,-0.601627,2.936479,0.100000
current,16,1.188602,1.354856,2.564717,0.100000
current,17,-2.148801,-0.755270,1.561901,0.100000
current,18,-0.469335,0.233506,2.995038,0.100000
current,19,0.231253,-1.027879,0.817140,0.100000
current,0,0.519087,0.124320,1.498570,0.100000
current,1,0.552480,1.387645,1.664585,0.100000
current,2,0.401982,-0.160169,0.515903,0.100000
current,3,-0.395741,0.809824,1.313992,0.100000
current,4,-1.717719,0.047919,2.027442,0.100000
current,5,-1.552349,-1.705250,0.734766,0.100000
current,6,-0.527582,-1.371924,1.539848,0.100000
current,7,0.611285,-0.587150,2.380964,0.100000
current,8,-0.731136,1.910572,2.359909,0.100000
current,9,0.157460,-1.933570,1.771159,0.100000
current,10,-1.622021,-1.596838,2.414988,0.100000
current,11,-0.463120,-0.385047,1.438377,0.100000
current,12,1.757237,1.619405,1.155068,0.100000
current,13,1.587265,-0.566077,1.148105,0.100000
current,14,1.055005,0.580534,1.184477,0.100000
current,15,1.354585,-0.600529,2.941545,0.100000
current,16,1.186653,1.352247,2.565908,0.100000
current,17,-2.147598,-0.756925,1.559246,0.100000
current,18,-0.459758,0.223784,2.997041,0.100000
current,19,0.215965,-1.023953,0.806471,0.100000
current,0,0.521740,0.127600,1.500075,0.100000
current,1,0.549219,1.397659,1.660802,0.100000
current,2,0.413824,-0.158936,0.514111,0.100000
current,3,-0.397877,0.807127,1.314346,0.100000
current,4,-1.725633,0.051894,2.027281,0.100000
current,5,-1.561067,-1.704589,0.740328,0.100000
current,6,-0.516806,-1.364884,1.547113,0.100000
current,7,0.626640,-0.603011,2.369231,0.100000
current,8,-0.752540,1.910277,2.346995,0.100000
current,9,0.158964,-1.942275,1.762815,0.100000
current,10,-1.620998,-1.595935,2.413750,0.100000
current,11,-0.451948,-0.383004,1.452818,0.100000
current,12,1.758873,1.618697,1.154858,0.100000
current,13,1.590057,-0.569455,1.146912,0.100000
current,14,1.049920,0.583520,1.192573,0.100000
current,15,1.355139,-0.599235,2.946690,0.100000
current,16,1.184724,1.349700,2.567000,0.100000
current,17,-2.146256,-0.758479,1.556721,0.100000
current,18,-0.450316,0.214373,2.998922,0.100000
